en-CA;ESDPTR2021ML;;PTR_2019;499;;;;;;
en-CA;ESDPTR2021MLUG;;PTR_2019;269;;;;;;
de-DE;ESDPTR2021ML;;PTR_2019;424,95;;;;;;
de-DE;ESDPTR2021MLUG;;PTR_2019;218,95;;;;;;
en-AU;ESDPTR2021ML;;PTR_2019;614;;;;;;
en-AU;ESDPTR2021MLUG;;PTR_2019;328;;;;;;
en-GB;ESDPTR2021ML;;PTR_2019;359.99;;;;;;
en-GB;ESDPTR2021MLUG;;PTR_2019;179.99;;;;;;
en-IE;ESDPTR2021ML;;PTR_2019;424.95;;;;;;
en-IE;ESDPTR2021MLUG;;PTR_2019;218.95;;;;;;
en-US;ESDPTR2021ML;;PTR_2019;429;;;;;;
en-US;ESDPTR2021MLUG;;PTR_2019;229;;;;;;
fr-FR;ESDPTR2021ML;;PTR_2019;424,95;;;;;;
fr-FR;ESDPTR2021MLUG;;PTR_2019;218,95;;;;;;
ja-JP;ESDPTR2021ML;;PTR_2019;53,784;;;;;;
ja-JP;ESDPTR2021MLUG;;PTR_2019;26,784;;;;;;
pt-BR;ESDPTR2021ML;;PTR_2019;1.050;;;;;;
pt-BR;ESDPTR2021MLUG;;PTR_2019;600;;;;;;
